2-gram,*/*,2/*,3/*,4/*,5/*,6/*,7/*,8/*,9/*,2/1:2,3/1:2,3/2:3,4/1:2,4/2:3,4/3:4,5/1:2,5/2:3,5/3:4,5/4:5,6/1:2,6/2:3,6/3:4,6/4:5,6/5:6,7/1:2,7/2:3,7/3:4,7/4:5,7/5:6,7/6:7,8/1:2,8/2:3,8/3:4,8/4:5,8/5:6,8/6:7,8/7:8,9/1:2,9/2:3,9/3:4,9/4:5,9/5:6,9/6:7,9/7:8,9/8:9,*/1:2,*/2:3,*/3:4,*/4:5,*/5:6,*/6:7,*/7:8,*/8:9,*/9:10,*/-9:-8,*/-8:-7,*/-7:-6,*/-6:-5,*/-5:-4,*/-4:-3,*/-3:-2,*/-2:-1
PN,33536130,1790982,4001526,309525,1074608,481996,1460916,6712223,12082360,1790982,1941466,2060061,1,119862,189664,1,933325,1,141284,242639,132286,107073,1,1,1,1,1,1460916,1,1,1,1,4614651,1362076,735498,1,1,7642174,1,1322440,1,2914660,203089,1,1,15719854,3245531,7270855,2964274,3650157,203089,1,482376,1,7874806,768112,1322440,4857289,4409020,3689640,2061327,4181988
PC,33156667,9697252,16962537,1631985,140167,320064,1233318,2185299,333827,9697252,10712421,6250117,774432,697599,159956,1,140167,1,1,117522,202543,1,1,1,1,1,1116997,1,1,116322,1,1711023,131786,342492,1,1,1,1,162595,1,171233,1,1,1,1,21301624,9164039,1408737,767561,1,514710,1,1,1,253838,162595,1711023,420539,2060418,914598,11410019,16223644
RX,32990614,761249,1,15043460,1,853071,14338167,1609415,1,761249,1,1,1,1,15043460,1,1,1,1,1,1,853071,1,1,1,1,14338167,1,1,1,1,1,1609415,1,1,1,1,1,1,1,1,1,1,1,1,761249,1,31844110,1,1,1,385257,1,1,1,1,1,1609415,14338167,1238327,1,15804708
TV,32805752,20158885,3390510,1250476,164327,2103421,1479901,2397592,117417,20158885,1633323,1757188,274930,1,975547,1,1,1,164327,1,1,1774509,328913,1,329291,1,775331,1,249170,126112,1,1,650250,1479741,118631,148973,1,1,1,1,1,1,117417,1,1,22396426,1757188,4175634,1972979,367800,392500,1,102487,1640745,1,1,329291,752736,2255071,2733892,3394288,23340479
IJ,31324466,1399128,842156,3357893,3920164,4501358,8216976,3429907,3605402,1399128,115526,726631,1,3357893,1,123677,1822714,1973775,1,1,993535,3376097,131728,1,128040,1619919,5529367,491676,447978,1,1,1366185,122855,384481,140872,1415518,1,1,710121,1,2895282,1,1,1,1,1766368,11355729,11002091,3903164,588849,1415518,1047160,135097,1,1,710121,1494224,4638054,7171537,6873131,7442413,2236255
WM,30732233,5081635,1357523,1,1,10069082,3007857,1198388,7061527,5081635,996578,360946,1,1,1,1,1,1,1,1,1,10069082,1,1,1,1,1102939,1904919,1,1,1,1,609352,169377,1,1,419661,1,1,1838455,218925,4541608,462542,1,1,6078212,360946,13619825,2956199,6834854,462542,419661,1,1,1,457018,2044418,3121522,5813922,12436541,996578,5862240
UH,30097155,3239055,5031661,4153199,1220507,1033687,4125289,8642322,850949,3239055,804876,4226786,1,3928178,225022,102705,617577,189424,310804,1,1033687,1,1,1,1,1037185,929829,927988,1230290,1,1,7576998,1,454451,610875,1,1,1,1,1,1,285132,1,565818,1,4146634,19618399,1344273,2009110,2412926,1,565818,1,1,932300,202707,7849483,1164494,2805800,2156438,6718582,8001664
WK,30095734,831799,334032,4996133,2879952,3588213,13188857,741744,1891242,831799,202817,131216,1,1,4996133,1,1,2779309,100644,1,1,2093490,1,1494724,1,6632503,5957526,1,464158,134673,1,1,1,1,118740,1,623005,1,1411602,1,1,172124,1,199527,107992,1034615,9133661,16411553,100644,2249743,235002,822531,107992,1,136373,1860328,1,6732832,6129649,2212229,3645808,8420179
WB,29929114,1400645,682333,1,248037,2873650,10768939,5406208,3029694,1400645,545054,137280,1,1,1,1,1,248037,1,1,1,2873650,1,1,1,1,10107560,372530,288851,1,1,1,2115686,3004687,185329,100509,1,1,1,118217,2563923,347556,1,1,1,1945698,137280,15962693,6770718,4794345,318385,1,1,1,499548,1781228,947797,6870992,13677677,3431507,1182448,1537924
BH,29797935,780107,1286078,1871296,3974088,7324991,2737642,4135558,2915150,780107,735704,550375,889274,1,982023,1012865,723215,2238010,1,5524522,342214,851082,607176,1,2032281,1,602398,102965,1,1,1772057,843339,1103741,100508,123917,192001,1,1090112,613857,1,807526,180407,1,223252,1,14777710,4701015,6387387,1792505,1223015,442529,223252,250529,1,2693823,2715532,3968644,7686315,2238388,2940977,3996139,2312503
OQ,29227659,208877,391519,1,558112,862867,4021557,9795335,7470111,208877,1,391519,1,1,1,1,445246,1,112867,1,1,760915,1,101953,1,1,414930,3606628,1,1,1,868625,8156914,1,769798,1,1,1,281254,6131860,1,261232,795768,1,1,208877,2534045,16893084,3719494,4170473,1369507,1,332185,1,659151,2197343,7000484,11377352,676161,6378351,1,815213
KT,29132181,1337638,620721,117866,1109448,2706313,4560148,8686615,2519638,1337638,244752,375970,1,1,117866,1,142856,665551,301043,1,110597,893112,1468475,234132,1,178556,1,4218558,163036,1,1,1,105929,4330437,3758882,246864,244507,1,1,111394,1784188,435479,188580,1,1,1582389,807976,1893848,12762095,8864420,561848,347515,937437,1,1023520,2911422,349977,2930448,5002916,11514080,2788674,2611151
RQ,28152574,350885,288374,1,1,6723413,10283570,3700550,3244462,350885,1,288374,1,1,1,1,1,1,1,1,1,6723413,1,1,1,1,10283570,1,1,1,1,454451,2684271,347861,213970,1,1,1,1,3061779,1,182684,1,1,1,350885,872024,23983263,347861,539879,1,1,2058667,1,807431,566030,3516229,2684271,10814113,8996048,1,639258
KB,25406205,2432969,326629,790617,1794748,219486,460271,7012825,4797580,2432969,326629,1,790617,1,1,1,1794748,1,1,1,1,1,219486,1,1,1,1,460271,1,1,1,1,1,6657110,355716,1,1,1,1,1,1875824,2921757,1,1,1,3550213,1794748,1,10341587,9550661,1,169000,1,1,274819,1172506,1698919,6131671,9747865,3401349,546114,2432969
CG,24975674,1357991,5055645,403230,1037625,9313698,2868086,2804499,1036444,1357991,1822516,3233130,403230,1,1,1,1037625,1,1,1,9313698,1,1,1,1,2868086,1,1,1,1,1,2694042,110458,1,1,1,1,1,1,1036444,1,1,1,1,1,3583735,20081407,1310534,1,1,1,1,1,1,765048,1,3730485,2978543,9313698,1440854,1822516,4591120
VR,24701239,1304708,509086,878367,4708196,6524621,4108189,1483015,2725240,1304708,105687,403400,670522,207846,1,1161100,615312,2931786,1,1,131078,2373533,4020012,1,133825,311740,925940,2116374,620314,1,256046,1,411455,161821,1,653696,1,1,110557,1,957224,1,1,1657461,1,3631883,1779928,6642711,7255428,620314,653696,3783869,169784,163634,1,366602,133825,1680417,2926623,7688875,10196796,1708107
CN,24249642,2907522,6879157,2455391,299847,5337051,3090450,1785642,224415,2907522,5929892,949266,584056,1474735,396602,1,175999,123849,1,1,1647892,3689160,1,1,1,2028926,1061525,1,1,1,1,1431799,353844,1,1,1,1,1,1,224415,1,1,1,1,1,9421468,8034927,6253034,1,1,1,540216,1,1,326316,403645,2074035,2382769,2831809,4449213,7528474,4253388
PK,23099463,1381901,2039068,137260,1,3137325,12112229,1557078,457643,1381901,1746172,292897,1,1,137260,1,1,1,1,1,1039397,1765801,332129,1,1,1,10336477,1775753,1,1,1,1,1,1557078,1,1,1,1,1,457643,1,1,1,1,1,3128072,1332293,12697178,5941923,1,1,1,1,1,1,1378443,1356166,1,12932950,3541553,2078300,1812056
UU,22006896,348908,148147,978518,365632,12397258,128243,586039,6666179,348908,1,148147,137074,841445,1,1,1,365632,1,1,1,1,12397258,1,1,1,1,128243,1,1,1,1,1,1,1,586039,1,1,1,1,135902,1,1,6530278,1,485981,989591,365632,12661401,1,586039,6530278,1,1,1,1,1,135902,1,653295,20720648,497054
YF,21246638,368572,1,221277,1,3169315,4353577,3946862,5435650,368572,1,1,1,221277,1,1,1,1,1,1,1,3169315,1,1,1,1,717929,3635649,1,1,1,1,2600265,1346598,1,1,1,1,1,3752722,912997,769933,1,1,1,368572,221277,10700490,6493177,769933,2478213,214982,1,1,1,1058198,3752722,3705489,5335423,6804963,221277,368572
WP,20982547,1058963,1357596,1,1,2029157,4203855,783384,8602522,1058963,902602,454995,1,1,1,1,1,1,1,1,1,2029157,1,1,1,1,4203855,1,1,1,1,1,1,783384,1,1,1,1,1,1,8602522,1,1,1,1,1961564,454995,6389289,11888100,1,288603,1,1,1,1,156279,2502196,8734899,5143463,2029157,902602,1513957
CZ,20601702,314396,1,2567388,5562136,2949859,648539,826187,1,314396,1,1,2397387,1,170002,5562136,1,1,1,1651059,1298801,1,1,1,648539,1,1,1,1,1,1,1,112124,1,1,305012,409053,1,1,1,1,1,1,1,1,17576992,1432551,282125,1,1,305012,409053,113553,380208,133751,1,648539,1763182,6860936,2510939,305012,1375870
KP,20492679,753334,1306297,137371,1,1,1974108,1503969,9077651,753334,1306297,1,137371,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1974108,1,1,1,1,1,1236054,267916,1,1,1,1,1,7727715,1349937,1,1,1,2197000,1,1,14165075,4130606,1,1,1,1,1,1615410,2409078,9315386,2585990,2379393,1306297,753334
DQ,19927901,412179,1,1,1,1,1,1,470030,412179,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,470030,1,1,1,1,412179,1,1,19515723,1,1,1,1,1,18374454,174638,1,470030,1,1,1,412179
WU,19601658,4218004,612154,710233,9507820,1096886,1228286,1129729,420114,4218004,612154,1,485500,224734,1,2680092,6695423,1,132307,1096886,1,1,1,1,230223,1,1,998064,1,1,445726,1,1,1,1,684004,1,420114,1,1,1,1,1,1,1,10867131,6920156,1,1130370,1,684004,1,1,1,420114,445726,230223,1096886,2680092,8178985,1520890,4350310
FM,19340777,3326645,1934737,632518,100341,126845,8544905,3569256,475224,3326645,1109488,825250,632518,1,1,100341,1,1,1,1,1,126845,1,1,1,1,973370,7571536,1,1,1,1,1,3099921,469336,1,1,1,1,1,1,346892,128333,1,1,5168989,825250,1523939,10878044,816227,128333,1,1,1,1,255686,1,1,4520521,8928564,1109488,4151894
WC,19008255,2236561,1029175,527336,293312,1,2222659,3206928,8906803,2236561,747351,281825,171389,355948,1,1,1,293312,1,1,1,1,1,1,1,1,2222659,1,1,1,155974,1,2257105,793851,1,1,1,1,1,7454489,1452315,1,1,1,1,3311272,637772,12227562,2597217,1,234436,1,1,1,109361,155974,7805541,3709419,3141584,171389,1396609,2518385
MD,18929020,7730846,5538695,756135,726876,3028323,464406,683745,1,7730846,2179595,3359101,142907,499561,113669,163809,323518,239551,1,1,1,3028323,1,1,1,1,464406,1,1,1,1,216741,1,1,467005,1,1,1,1,1,1,1,1,1,1,10217154,4398918,3845946,1,467005,1,1,1,1,1,1,216741,1,628214,3961750,2918705,11203614
KD,18894759,1159461,1212918,1,1,363503,1324983,3026933,10850357,1159461,1212918,1,1,1,1,1,1,1,1,1,1,363503,1,1,1,1,1,1324983,1,1,1,1,1,3026933,1,1,1,1,1,1,238604,10611754,1,1,1,2372378,1,363503,4590518,11568363,1,1,1,1,1,1,1,1195213,13638686,1688485,1212918,1159461
ZH,18782711,386291,1466750,2804867,4182807,776681,1046654,3641460,3418163,386291,1466750,1,2804867,1,1,3906712,276096,1,1,508632,1,268050,1,1,514461,1,1,532194,1,1,1094487,1,1,1636079,730634,1,180263,1,1,2798884,1,104479,514802,1,1,10682194,276096,3066933,3227317,835112,514802,180263,1,1,548094,1397285,3521498,508632,5647268,5126638,1466750,566553
GW,18260885,852272,1,1644407,688644,799329,3779510,4391789,3690466,852272,1,1,1644407,1,1,556338,1,132307,1,287285,1,512045,1,1,727553,1,1577251,1474708,1,1,1,1,1,4391789,1,1,1,734068,1,1,286237,234580,2435584,1,1,4801918,1,2221601,6983538,387042,2601637,1032857,232298,1,734068,410547,1147813,1286394,7630750,6066741,132307,852272
RZ,17993129,193672,1,1482635,3513052,4998149,2380093,1441770,1313456,193672,1,1,1,1,1482635,1,104119,3408934,1,1,1,3577956,929093,491102,1,1,1,385866,580542,1413687,1,1,1303873,1,1,137898,1,1,246015,305187,394234,187204,1,1,180820,193672,832856,10918518,1997107,1258846,2445388,1,346748,1,1509774,1028075,305187,1910653,187204,4233867,5056464,3761912
CB,17751936,2694640,9158306,1121969,264127,124985,3940760,447155,1,2694640,7158900,1999407,101569,1020401,1,1,264127,1,1,1,124985,1,1,1,1,942741,2998020,1,1,1,1,230182,216974,1,1,1,1,1,1,1,1,1,1,1,1,9955107,4581838,3214993,1,1,1,1,1,1,1,1,230182,1159714,3123004,365695,8179300,4694046
IW,17611970,388588,1150089,523199,682066,9217535,1616471,727923,2471832,388588,1150089,1,107712,415488,1,132291,549776,1,1,1,235127,8982409,1,1,292720,168739,1,1003902,151113,1,1,318610,1,409314,1,1,1,1,1,1056820,1,1415013,1,1,1,2071396,1687736,10039228,1941583,1566125,1,1,305907,1,1,1,2196516,168739,2497648,10643796,1716688,388588
XL,16728257,2505715,1893574,5125747,2459595,3923951,357899,139891,321892,2505715,1793565,100010,2853424,2272324,1,1385808,1073788,1,1,604863,1,3319089,1,1,1,1,218835,139065,1,1,1,1,1,1,1,139891,1,1,1,1,1,1,1,321892,1,9143371,3446120,3537923,139065,1,139891,321892,1,1,1,1,1,604863,1604642,7385363,4527669,2605724
HP,16696130,3298571,3448344,1153549,1,1,366455,292850,1101520,3298571,1509153,1939192,1153549,1,1,1,1,1,1,1,1,1,1,1,1,1,1,366455,1,1,1,1,1,1,292850,1,1,1,1,1,286227,642041,173254,1,1,5961271,1939192,1,1026539,5659006,173254,1936873,1,1,135424,100406,300923,4847451,642041,3922977,1509153,5237762
MW,16465358,2540548,1033696,168756,1,371346,962235,9695299,105654,2540548,256619,777078,1,168756,1,1,1,1,1,202254,169093,1,1,1,1,1,195821,766415,1,1,1,1,184077,9511223,1,1,1,1,1,1,105654,1,1,1,1,2999419,1114925,379897,10906280,789013,275829,1,1,1,1,522991,544008,736988,10151963,766415,425374,3317625
VS,16263249,5469043,2439145,731295,1579041,526936,470194,222741,693342,5469043,818130,1621016,142564,1,588732,1,1,1,1579041,1,209903,193839,1,123196,1,1,196916,1,273279,1,119300,1,1,1,1,1,103442,1,1,1,1,1,344006,1,349337,6549034,1830918,979485,1579041,564558,344006,1912761,1913320,447528,1,119300,1,168085,406818,4384833,1350417,9833801
FC,16254391,3143526,8351081,1221455,115593,1,1,165141,1278513,3143526,4331985,4019097,829133,392323,1,1,1,115593,1,1,1,1,1,1,1,1,1,1,1,1,1,1,165141,1,1,1,1,1,1,1,1,1278513,1,1,1,8304642,4411419,280733,1739364,1407321,110917,1,1,1,1,404652,120159,293949,1278513,829133,4839899,7162622
RJ,15598010,2476749,232253,1,713161,901230,2235286,4124693,2421020,2476749,232253,1,1,1,1,1,418562,294600,1,1,901230,1,1,1,1,1,1771471,106909,356908,1,1,1,3463970,1,660724,1,1,1,1,213892,841311,507237,717416,141168,1,2709001,1319791,6139479,948219,2773346,975382,732798,1,1,294174,671331,892417,4426532,3316650,2495238,1024926,2476749
BP,15427251,4386038,3762881,1130425,1,1,817790,1535887,348556,4386038,2347721,1415161,1,1130425,1,1,1,1,1,1,1,1,1,1,1,1,817790,1,1,1,1,1,1535887,1,1,1,1,1,1,348556,1,1,1,1,1,6733758,2545585,6147910,1,1,1,1,1,1,432576,876796,348556,1535887,817790,1,3478145,5801198
MH,15033899,1429166,4865977,1088883,110642,466210,2725472,444410,3153177,1429166,4865977,1,1,808409,280475,1,1,110642,1,1,262097,204114,1,1,1,2478045,247428,1,1,1,1,1,110952,333459,1,1,1,1,1,1,2886046,1,1,267132,1,6295142,3548549,953607,3779171,1,190303,267132,1,1,1,122335,437334,5665343,842982,204114,6052157,1709640
HH,14730426,1057995,726897,543552,1,1,167766,6755401,1418560,1057995,311718,415180,1,387119,156434,1,1,1,1,1,1,1,1,1,1,1,167766,1,1,1,1,1,1,6755401,1,1,1,1,1,1,623925,794636,1,1,1,1369712,802298,324199,10937387,1185721,111114,1,1,1,1,3445389,271574,856111,7828914,1,698836,1629607
YH,14682888,133830,1,715637,1,4999880,3345491,813450,2526820,133830,1,1,715637,1,1,1,1,1,1,1,1,4999880,1,1,1,1,3345491,1,1,1,1,1,1,706147,107304,1,1,1,1,1,2307115,219706,1,1,1,849466,1,8556350,4038672,462821,775583,1,1,1,1,410381,1390614,2442927,4271342,5822819,1,133830
UJ,14548025,516171,121336,1401682,2760601,1720358,3028948,3834363,316189,516171,121336,1,1,1247886,153797,1,2097935,662667,1,311767,1107680,1,169921,130993,1,2916661,1,112288,1,1,1,1517316,1923805,1,1,393244,1,1,164331,1,1,1,151859,1,1,949272,9271573,2740267,418896,130993,545102,491928,1,1,219770,164331,1654004,5152231,1107680,2854007,2595050,800959
FG,14424525,746130,681092,1,1,2472373,1291642,2671974,120820,746130,324080,357013,1,1,1,1,1,1,1,1,2472373,1,1,1,1,1004009,287634,1,1,1,1,1,251083,2420892,1,1,1,1,1,1,120820,1,1,1,1,1070209,9713753,538716,3101850,1,1,1,1,1,1,1,1,1375910,5180897,1,324080,1103142
FD,13966833,1146163,7958234,2377286,1,1,1011028,254433,306450,1146163,7329103,629132,718161,1034592,624535,1,1,1,1,1,1,1,1,1,1,1,1,1011028,1,1,1,1,1,1,254433,1,1,1,1,1,1,306450,1,1,1,9193425,1663723,624535,1924272,560882,1,1,1,1,1,284797,115148,1,306450,1983620,8363694,2399828
GB,13944853,1576024,2565442,1236543,3185245,859482,555697,366760,480559,1576024,360782,2204661,1,1136010,100534,1,1,3185245,1,1,670355,189128,1,1,1,1,555697,1,1,1,1,1,1,366760,1,1,1,1,1,1,210313,1,270247,1,1,1936805,4011024,4030601,577072,138167,2097072,1154118,1,1,1,1,1,2473320,2448911,459374,4682035,3881217
PG,13354953,2872202,2906676,217381,224121,1,2456531,1477344,1759529,2872202,1256039,1650638,1,217381,1,1,224121,1,1,1,1,1,1,1,1,2079345,223232,153956,1,1,1,1477344,1,1,1,1,1,1,1759529,1,1,1,1,1,1,4128240,7408353,362456,1455907,1,1,1,1,1,1,2260872,2417176,2079345,223232,378076,1473419,4522839
TK,13081992,1009564,679764,1,874941,3756685,2293431,3220722,1246891,1009564,508732,171033,1,1,1,1,251091,623851,1,1,1295150,1508728,952809,1,1,1,2168205,125227,1,1,1,2685656,1,1,1,535067,1,1,1,1,342079,159484,356348,388983,1,1518295,4402927,4300782,1420113,159484,891414,388983,1,1,1,1,2685656,342079,3622837,2241391,3009438,1180596
KK,12782665,567026,644017,385676,1656183,3732377,378921,2689443,149006,567026,287290,356728,1,385676,1,1,142219,1513965,1,1,1,3631424,100954,1,1,1,1,378921,1,1,1,367015,726160,679769,728612,187891,1,1,1,1,149006,1,1,1,1,854315,1251635,5871547,3774988,842294,187891,1,1,1,1,1669921,1277118,875165,679769,4881173,2475772,923753
HQ,11925354,1102840,320998,1,1,1,1,1,1,1102840,1,320998,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1102840,320998,1,203385,10298134,1,1,1,1,1,203385,3410596,6887539,1,1,1,1423837
FN,11823067,2246377,1316933,1,1,775637,315085,2212792,4844206,2246377,232847,1084087,1,1,1,1,1,1,1,1,1,481908,293730,1,1,1,135699,179387,1,1,1,1,1,2212792,1,1,1,1,1,1,1,4652636,191571,1,1,2479223,1084087,617606,2685907,4764678,191571,1,1,1,1,1,112043,1,7001125,852864,526576,3330463
LZ,11767791,273447,1,337720,305315,3706374,1625740,1609054,3061940,273447,1,1,1,1,337720,1,1,1,305315,1,1,2498843,1,1207532,1,1,1070517,1,555224,1,1,1,1475470,1,1,1,133585,1,2798884,1,263057,1,1,1,1,273447,2798884,6115999,568371,1762755,114756,133585,1,1,1,2984243,1,1738526,1185272,2498843,555224,2257595
VL,11621020,1316503,621722,1491710,506212,2451178,954074,3277140,469000,1316503,475457,146266,1491710,1,1,369367,1,136846,1,152547,1,2298632,1,1,107131,1,380716,466229,1,1,2824105,1,121983,149784,181271,1,1,104609,1,364392,1,1,1,1,1,7374910,146266,3302565,616012,181271,1,1,1,1,104609,2824105,471522,274529,899865,4437839,612302,1462768
GP,11612945,1901402,5625028,322626,1,1397103,656624,1150510,347042,1901402,4937079,687950,196771,125856,1,1,1,1,1,1,1,1225684,171420,1,1,1,444573,212052,1,1,1,1,917238,233273,1,1,1,1,1,124285,222758,1,1,1,1,7035250,813805,2711777,839500,1,1,1,212617,1,1,1,124285,1250419,677845,1736697,5234353,2589351
HZ,10729983,4310710,6277223,1,1,1,1,1,1,4310710,1,6277223,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4310710,6277223,1,1,1,142052,1,1,1,1,1,142052,1,1,1,1,10587932
DK,9494028,1029761,317329,1,1223864,844271,1,664963,1,1029761,1,317329,1,1,1,1,1,1223864,1,1,320910,523362,1,1,1,1,1,1,1,1,1,1,1,1,664963,1,1,1,1,1,1,1,1,1,1,1029761,638238,1747225,5069510,664963,344336,1,1,1,4008531,344336,1,1,320910,1188324,1223864,1347089
YK,9292585,150248,122144,2297889,2503882,1220442,1716651,1,881553,150248,1,122144,1,2106354,191536,1,2336333,167550,1,1,280848,127987,615830,195780,1,303140,1,348864,548610,516040,1,1,1,1,1,1,1,1,1,356491,379001,1,1,146063,1,150248,5148815,843561,1343693,1030619,516040,146063,1,1,1,1,356491,968370,280848,2813182,3584403,1289296
QI,8954618,1596463,774153,1800743,3606542,817283,165130,1,194310,1596463,774153,1,1800743,1,1,1,1,1,3606542,129410,1,1,687874,1,165130,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,194310,1,1,4465895,1,1,4294415,1,194310,1,1,1,1,1,165130,129410,1,1995052,1462026,5203004
LX,8612463,1061148,1780812,2109353,1746188,1306400,482272,126296,1,1061148,1643482,137331,1859571,1,249783,1746188,1,1,1,1306400,1,1,1,1,482272,1,1,1,1,1,126296,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8225351,137331,249783,1,1,1,1,1,1,1,126296,482272,1306400,1746188,1859571,1643482,1448260
VD,8430333,803905,3437719,2823771,1,1364941,1,1,1,803905,816319,2621401,1,419293,2404479,1,1,1,1,1,1,1,1364941,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1620223,3040693,2404479,1364941,1,1,1,1,1,1,1,1,1,1,1,2600551,5829783
ZS,8395905,332526,192568,1,1,264161,1,1,6248106,332526,1,192568,1,1,1,1,1,1,1,1,1,130816,1,133346,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6072598,175509,1,1,332526,192568,130816,543605,6545560,450940,199896,1,1,1,212915,870203,1,6348029,306324,1,658438
BW,8319870,781611,1,1,156806,3288677,1121104,2736796,1,781611,1,1,1,1,1,156806,1,1,1,1,388468,2452823,447388,1,1,1,942374,178731,1,1,1,1,1,1,1,2736796,1,1,1,1,1,1,1,1,1,938416,388468,3395196,626118,1,2971676,1,1,1,1,1,1,1,1722526,2631553,3184183,781611
XQ,8225537,179784,1,1,1,1,1,1,6366110,179784,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6366110,1,1,1,1,1,1,179784,8045754,1,1,1,1,1,1,1,1,6366110,1,1,1,1,1,179784
MV,8172536,2698734,2058311,1,1,1,164321,1,217543,2698734,979315,1078997,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,164321,1,1,1,1,1,1,1,1,1,1,1,1,100454,117090,1,1,1,3678048,1078997,1,264774,725385,2425336,1,1,1,1,549912,1129633,203272,1368359,164321,979315,3777730
