3-gram,*/*,3/*,4/*,5/*,6/*,7/*,8/*,9/*,3/1:3,4/1:3,4/2:4,5/1:3,5/2:4,5/3:5,6/1:3,6/2:4,6/3:5,6/4:6,7/1:3,7/2:4,7/3:5,7/4:6,7/5:7,8/1:3,8/2:4,8/3:5,8/4:6,8/5:7,8/6:8,9/1:3,9/2:4,9/3:5,9/4:6,9/5:7,9/6:8,9/7:9,*/1:3,*/2:4,*/3:5,*/4:6,*/5:7,*/6:8,*/7:9,*/8:10,*/9:11,*/-9:-7,*/-8:-6,*/-7:-5,*/-6:-4,*/-5:-3,*/-4:-2,*/-3:-1
DEA,998176982,1097723,403766069,396197479,58252641,57206222,34806425,22149418,1097723,258117490,145648580,251639884,142114402,2443195,39031086,13372571,5848986,1,50176493,5244920,684204,919196,181413,15637424,8231414,7629512,2777194,530885,1,4238754,4113341,11638862,111546,526890,1520030,1,622261574,323166150,43994597,3807934,3142211,1520030,138112,146381,1,14340745,26506514,70200408,53564232,269000739,409335475,149370908
TAK,997809258,712116,379234251,340342819,144673705,29880150,30687229,21710461,712116,379234251,1,330235819,9919124,187878,121831404,4942538,17899765,1,2053045,470619,1371860,25984629,1,2516379,1,138114,25925001,1982567,125172,1306883,1,1,2608739,4386432,13408410,1,837889891,19300957,19597614,56171876,8185805,55577807,1085314,1,1,1306883,3723741,12096246,140670313,386589498,448428741,1025164
SUP,997681046,2796028,5837714,26949331,108542548,289084745,190502293,92922714,2796028,5837714,1,26798503,1,150829,107915212,1,1,627337,289084745,1,1,1,1,190260360,1,241934,1,1,1,92639033,1,1,283682,1,1,1,982402557,1,3892948,9657895,339789,1,1387861,1,1,95331690,194508547,290806815,108672767,26798503,5837714,3574192
SUB,997657282,32990467,1393774,970533,44891737,246859030,108206518,132408717,32990467,1393774,1,802177,1,168357,44891737,1,1,1,246686268,1,172763,1,1,108056613,1,1,149906,1,1,132259661,1,149057,1,1,1,1,992185520,1,2784277,1091702,765186,830601,1,1,1,132441602,108208105,247657503,44891737,1124844,1393774,33158823
SOU,996701033,823363,91250080,316905207,205751768,95575405,129069828,129441324,823363,91135454,114627,316905207,1,1,205602085,1,149684,1,93206751,1,2054025,314631,1,81918544,1,31882485,15268801,1,1,35343306,1,93875031,222989,1,1,1,843178414,114627,131647921,17641889,250489,3867698,1,1,1,36890912,84628225,187509904,237958045,338095728,91599767,937989
ECA,996015865,474412,279200,17467539,250406456,647147256,28482400,14337020,474412,1,279200,101804,16777426,588311,1,246409919,845600,3150939,1,645576768,440087,688959,441445,1,20562784,141775,6878673,899171,1,1,9266739,1,3701084,931997,437203,1,576215,946740091,19322640,20653429,4759305,2062630,101449,1219540,580574,8903715,21337410,23871848,650434541,255932741,19962713,6420057
EMA,990902888,231023,991282,12509946,267355469,196257340,158768769,166387436,231023,1,991282,4303780,1605996,6600172,308441,250071633,1412954,15562444,2451571,168711840,1018116,22386834,1688983,1928835,135250328,4737457,5725263,8000623,3126268,4281087,80419850,9642811,13796486,21853731,34775335,1618142,25535003,694515405,28872727,68384341,115971679,52643902,3545413,690068,744358,62064430,109181217,176983846,225410991,284541356,68923101,30381703
ODU,990596721,1,325931,1669677,14823445,206356455,245473001,79758761,1,325931,1,1,1669677,1,1,10142845,4680601,1,1,14451199,191905257,1,1,1,824787,244355660,1,292556,1,1,3192539,50189610,1,26376614,1,1,325931,37921872,709336046,526006,238665846,562902,2361417,1,1,19838444,301717977,64412581,344389805,228710092,6968762,1
YEA,989592752,3801338,388778122,573991826,10577526,2464657,8151746,1597909,3801338,388778122,1,573991826,1,1,10462170,1,1,115357,1863131,1,1,601527,1,6909663,1,1,1,1242084,1,1250959,1,1,1,1,346951,1,987057203,1,1,716883,1242084,346951,229635,1,1,1250959,6909663,1863131,10462170,573991826,391198315,3916694
ILD,989324893,154416,66631795,271957085,25522429,18696746,485098792,79889961,154416,1,66631795,1,7362945,264594141,1,16962077,8421425,138929,1,7028498,7034413,2268169,2365669,1,10871874,472906386,340113,980422,1,193110,816759,77672023,1,1,1,1208072,347525,124403764,836351723,9073421,6562152,428969,4289422,6798114,869916,15272261,5748266,92277976,490781816,24499844,19272027,338009107
SPO,987586072,179703,37979979,90261335,79631732,56143087,174066566,124916674,179703,37979979,1,90261335,1,1,77843949,125180,1148545,514061,23083279,830101,31589960,639750,1,15808711,2814245,143724349,11719264,1,1,18018227,417571,58219695,5918722,42342463,1,1,293584853,4187094,444801068,19761126,96311248,127629950,597024,713716,1,147700654,99113182,97838389,253637557,193519706,39768272,693763
LEN,986126643,1195508,39242651,67273308,255026382,140991512,135231602,142536793,1195508,35466983,3775669,12967747,11509544,42796019,124592958,24689254,53415956,52328217,27696515,17657599,54795097,31797380,9044925,3934905,7018166,56723051,52001088,12803934,2750463,3317514,5869090,10914147,11651642,39986306,70072876,725224,214357641,73404102,227410351,160396032,121724527,108851501,72707653,1019958,4580985,4938010,19556135,70366953,262409112,232259480,271490936,113286877
MPA,985870334,1857336,148924,1828449,67765411,296222335,160348735,150885819,1857336,1,148924,1,1,1828449,1,66254913,1013821,496679,1,13886660,282335676,1,1,1,14319371,145868871,160495,1,1,1,14680372,117998011,5445882,12761557,1,1,1857336,130692853,754225353,9154203,85967668,139159,1998714,1835055,1,79460170,148550085,178736374,165201411,361815262,2064134,4331385
DIC,984016287,492557,14057001,10868132,20745864,181625630,194733500,220821743,492557,13611162,445840,4022149,3262933,3583052,4280027,1237878,8732555,6495407,15043746,1,139234575,20573410,6773902,13904954,1,148732180,7058113,7314617,17723640,10711956,402770,155555509,30438215,2687386,17174885,3851028,89580095,5349418,563220129,131567664,26408785,112700857,48124141,2256860,3551192,35412519,151521066,275299152,195978858,177086857,74919705,42679960
PLI,983904793,162464,169093,25837333,13480869,216018284,134976558,63445816,162464,169093,1,4307796,21402592,126947,5720957,7254725,505189,1,986596,1992198,211704231,1335262,1,1484758,3478096,30418549,99001025,146851,447284,155930,7503881,39615365,11290414,4880230,1,1,13139134,42957131,551127585,215916194,16594056,135821774,1091035,2389015,1,143062569,116215456,142976834,63836178,387081359,23558983,736693
FEC,981757517,454194,131751,3863518,287414999,229624046,79756137,235837372,454194,131751,1,3750337,1,113182,268474,127376,287019151,1,348910,1,169033070,60242068,1,176947,1,78515937,1063255,1,1,1085480,1,187856809,37635400,1,9259686,1,6321300,127376,815355654,122187006,13523174,22729064,269213,1127170,117568,35679894,35303142,220873352,125293146,174448746,357549585,567375
RRI,981231077,1,192167,1676470,67090565,397063535,243818562,144561858,1,1,192167,1,355686,1320785,1,20745784,46017930,326853,1,95703286,301214749,145502,1,1,15519869,208027329,20271366,1,1,1,10455516,82237215,4621868,46993165,1,254098,1,169475373,709316907,31826461,49031382,8699886,2046727,10834347,1,54200661,50881249,104461538,312162149,404913833,47487657,2093900
EVI,979630536,329231,60641456,38412264,169160863,156545642,285957321,102698460,329231,54650544,5990913,10219365,28085738,107163,945214,165453793,2544956,216903,44046265,105252133,6976469,270778,1,160255805,40659245,79089634,5402486,550155,1,32091155,30423702,478709,6131048,29938705,3635146,1,304427256,388912541,175945722,54110459,42942396,11318432,1408599,565138,1,44466355,280528952,127731278,198546108,224503239,89737312,6644207
ICT,975024268,1259948,2149545,5526956,62373573,200904121,280372059,125305211,1259948,524530,1625016,149001,1801291,3576666,1,36358636,1237878,24777061,258382,167373168,1011496,5912995,26348084,1,71420014,13190217,35797968,6692589,153271275,1,26862278,1210673,14087770,36118766,46011464,1014265,2191858,352256372,21912909,90704526,146039868,278679927,45467462,35935461,261596,25795460,30818778,140255135,333398804,141388873,64134833,215553912
TUD,974798181,1,2784326,257811255,16420504,295580597,258273717,109940634,1,243567,2540760,3084501,254726755,1,526161,15894344,1,1,1,294972176,608422,1,1,1,175636461,893439,1,81743819,1,1,104475,1,189296,41255886,68390980,1,3854227,744986944,1640049,189296,124705233,89734035,4467196,4682345,1,2168388,807700,188029001,296581069,71969630,412453101,2540760
LOS,973051702,35911315,268415222,162200800,156822787,97483242,32129458,44256793,35911315,267753479,661744,10398344,147235309,4567149,45721749,101960247,512941,8627853,144291,91647796,110277,3477575,2103307,267587,9300184,3448232,13792262,5201930,119268,1,3757737,1851920,24405137,8155730,5654379,431895,360196760,356899781,11490085,193476941,28065537,11174020,1353543,9006375,555810,19055107,25756962,90793402,178232494,145192970,430523631,52901282
CTU,972918525,1,448717,571995,92420095,105788972,184555642,186956309,1,1,448717,1,571995,1,1,82027176,10392920,1,1,697916,103072567,2018491,1,1,99571160,64921173,20063311,1,1,1,5518872,6747326,19197384,155492730,1,1,1,191383679,193502597,64490341,267807879,10635417,122087968,104490185,875366,20314654,19314069,175527213,249481630,489242420,15591411,448717
LEM,970055755,568127,1193700,15704034,24866009,305495031,301222484,100078876,568127,177980,1015721,9135307,409207,6159522,2530014,218856,11703540,10413602,876561,75513942,15014978,6050871,208038683,1297116,101923792,8404156,6111866,183485558,1,195566,4161795,5007015,16968235,51717615,302636,21726020,14780665,206412555,48599666,95714475,570806744,4277121,28032267,950134,106259,48380486,31628269,148352512,174898088,84133904,202573322,248073628
HAL,968450735,3196796,280467695,376090098,60157028,63177517,41550541,55874688,3196796,279685663,782033,11900025,363416839,773236,16035875,10735987,25755989,7629180,20528513,23574770,3384450,4933444,10756344,8401961,7176240,1831514,3920708,18260251,1959872,4150008,37947337,306111,2445556,699290,3462845,6863547,350981155,484669975,36423342,21939831,37959265,14223303,8716871,2802988,8270206,38382181,51124529,34805603,50298683,34671765,697254482,40213380
TWE,965876225,112266,141090,3231696,165045220,756805843,9396287,24251730,112266,141090,1,3231696,1,1,164760831,143832,140559,1,9152129,1,747653715,1,1,4710569,1,2157809,2527911,1,1,23428790,1,822941,1,1,1,1,209452368,143832,751937096,2527911,1815022,1,1,1,1,23529874,5771560,11790090,166918639,753557151,281648,112266
ISC,963324996,267340,11878566,5458380,20237125,62695490,85398166,272175234,267340,1,11878566,1,5458380,1,179699,19039723,1017705,1,505725,60850859,651504,687405,1,4829334,75609157,2797547,2010087,152045,1,878635,234339714,7908596,1322881,917369,26619542,188503,6660729,861448330,15569752,17628354,11625208,41686687,6610223,1021614,354622,281594985,248855683,93465968,74834911,28706858,34099213,12334407
ROC,960910747,941578,70931427,51185270,11580499,318385408,44000296,205689635,941578,55099408,15832020,45554468,5278807,351997,8704478,2876022,1,1,6353334,304762286,5546808,1722983,1,4647478,34264762,4232245,352689,503126,1,6402732,189417042,6995878,2873986,1,1,1,133078786,748594219,21749099,28360975,3650984,22450609,2725095,1,1,152624863,205425002,53096433,326353258,62168278,62604321,17125593
CTO,959250392,133769,303463,20808199,233095959,303178661,100559123,137774874,133769,1,303463,1,15785214,5022986,1,18120033,214629472,346456,1,78513266,208602688,15801838,260872,1,718097,25075798,9811053,64622946,331233,1,232609,37134716,11346305,47093585,41967663,1,133769,114310436,500530813,41702851,119417737,76453260,37918434,43269356,9994948,2329639,10580926,59164183,116028235,380954570,381890265,6398774
ARC,958282542,20511204,29707794,122463426,128257146,62186853,322927033,83399434,20511204,25270738,4437057,1300655,120789492,373281,26012381,24198670,78046097,1,15582414,30516635,5984049,10103758,1,21060559,17927634,51525326,13566219,218847299,1,17511017,22492429,17183802,5442743,16545135,4224313,1,224658333,233225520,156661382,43702145,282857532,13674473,2181269,831594,269241,24617494,57607970,83405595,135722478,65018201,458284393,25321540
SIG,955015093,1578529,63621788,104494605,224640153,84391851,133808742,66754577,1578529,63306759,315030,104379269,1,115337,92243264,1,132396890,1,40133910,1,43468192,405259,384493,4234982,1,126746548,1401091,1426124,1,30392704,1,25568477,3839109,6954290,1,1,531537811,315030,400846738,8161417,11069325,1649502,999897,435380,1,54537487,44104333,67862937,225925906,156202839,197686506,2393386
AMI,954200049,3132327,16996411,40271427,310329100,133685200,260041841,42929055,3132327,14344091,2652321,22142853,9847842,8280734,9820878,298822075,879531,806619,4730045,10740000,48944567,68048368,1222224,2082043,141648599,47019432,51652224,17059181,580367,603174,3647600,17332215,4619908,14770598,1955565,1,59093997,480733383,189065614,137996523,52293839,5058755,5380442,7379130,7549116,70335984,15627633,174892443,77102233,451379336,123749085,16778308
KED,947646863,112758,206208,224074844,530791816,95899685,72471216,5484966,112758,1,206208,395218,424601,223255027,1,1,270481,530521336,1,1,449050,1,95450636,1,1,1,7337063,1,65134154,1,1,1236541,149779,109682,1,3988967,507975,630808,225211096,541654632,95670125,65134154,3988967,11622469,3111812,1,1,4992805,149779,8291010,695081,933518192
JEC,947396392,1,350731,809707,135088215,382010578,158281614,133807598,1,350731,1,178158,631550,1,1,295819,134792397,1,1,2145540,75910453,303954587,1,1,1660559,41654508,114966549,1,1,1,499211,103576342,29571702,1,160346,1,528888,5232675,421410789,517229443,240850,1622370,1,300783,830601,17154225,64509203,155474185,74050273,191350976,439889607,1
HAP,945457719,881069,21881224,121213890,100727896,535313893,103983198,53669441,881069,344760,21536465,59498046,61715845,1,39232363,60341265,1,1154270,44333283,284749085,12550333,193681195,1,64831445,38224370,230836,696550,1,1,47398896,2975295,2055357,779677,460220,1,1,259573394,470398739,16979225,196311689,1197767,358079,638832,1,1,50160369,67923777,84613008,326236417,133919369,255741798,23571802
PTI,944224043,131702,1,6563822,36980341,108951648,109069375,124958679,131702,1,1,1,6563822,1,1,32372818,4607524,1,1,67158117,38157650,3461607,174277,1,16840274,21144827,65301430,5782847,1,1,5600930,10621169,12751100,94134793,1850691,1,131702,142433241,77801554,88605193,145099473,254984755,170949132,43297085,19005468,20139780,9725394,49910052,229284123,597875419,29003536,305978
BRI,943772017,300198,8593821,200545063,154338891,324996908,69247695,95903357,300198,8417292,176530,199349109,205896,990060,123357311,1,30859957,121625,304628384,485186,18705906,846826,330610,59217497,1752549,5305491,2341971,630191,1,33454680,235653,6596342,52003978,3612708,1,1,752669211,3727934,83442722,56862689,9713691,2324641,31405696,1982708,1,41620681,68695246,315262915,186308013,256518473,43128120,1919019
UBL,943284051,1,2158800,642264,422215709,93151132,85978333,159616578,1,1,2158800,1,642264,1,1,357361659,64630296,223756,1,20398061,11555503,61197570,1,1,14352051,3803637,67439235,383413,1,1,141054281,4150987,8565312,1211437,4634565,1,1,656346734,84282588,194555044,1695967,5193343,1,1,939674,50070697,168327860,44472079,32868126,438397315,132427777,2382555
SOL,942835096,4259529,77480879,90602680,62617478,104423877,324081947,104786948,4259529,77480879,1,90096348,209137,297197,60581165,494488,1122601,419227,78055913,4397534,14723922,4532884,2713628,186923770,30727679,95962307,7960238,983386,1524572,47489976,19343260,13609841,22833195,603400,907281,1,572067173,56876784,224869368,75171205,7968267,4370732,998545,320799,1,68654732,311242971,126858830,188172781,113878392,85236163,9214149
RLY,941843959,149446,101262,268161795,166301888,152535762,88659562,92757197,149446,1,101262,1,1,268161795,1,1,1,166301888,1,1,4234518,1,148301245,1,1,1,1,1,88659562,1,1,1,2112532,1,1,90644666,149446,101262,272396312,168414419,174527321,88659562,90644666,18195053,4557191,1,1,1,28338608,4234518,1,909270835
CIT,940565696,23082176,251272138,39407584,80600781,82867102,241195017,37358230,23082176,251272138,1,34905316,301145,4201125,68144902,1,8893152,3562729,27362018,1,34456302,5412927,15635858,54557260,176693,17423182,3572253,136920076,28545558,4957931,1,2341381,1595044,9202905,19013892,247082,475589243,477837,100119174,15273382,192651137,71653993,35648034,33322905,13150855,7938530,89326928,36312893,115929083,104257735,499281786,75274523
ADI,939330730,761832,3086112,52343413,61639890,326997105,129970546,155448333,761832,430369,2655744,2120995,49530800,691620,244447,59159525,2235920,1,1307965,50812308,268924762,5798277,153797,128815,16756017,31548862,77614424,3721348,201085,1633181,41354339,71677717,9971610,30811490,1,1,7719907,248576944,486822415,103602640,39351315,47842250,3239482,2068059,107726,90119389,91468413,97988191,96857310,458154587,61932778,4464074
